show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1357,Movie,Title_1357,Director_1559,"Actor_1356, Actor_2941",India,"August 19, 2022",2015,TV-14,124 min,Children & Family Movies,A movie in the Children & Family Movies genre from India.
s1358,Movie,Title_1358,Director_1163,"Actor_2301, Actor_3831",United States,"July 18, 2020",2009,R,88 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s1359,Movie,Title_1359,Director_1961,"Actor_4880, Actor_2777",United States,"November 1, 2021",2008,R,153 min,Documentaries,A movie in the Documentaries genre from United States.
s1360,Movie,Title_1360,Director_358,"Actor_3202, Actor_2282",United States,"December 9, 2022",2022,PG,140 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s1361,Movie,Title_1361,Director_452,"Actor_4372, Actor_637, Actor_2146, Actor_3501, Actor_409",United States,"October 25, 2015",2001,TV-14,137 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s1362,Movie,Title_1362,Director_934,"Actor_2260, Actor_1739, Actor_3745, Actor_420",United States,"May 8, 2020",2008,PG,141 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1363,Movie,Title_1363,Director_1836,"Actor_3829, Actor_1077, Actor_3177, Actor_1916, Actor_3311",United States,"July 9, 2021",2017,R,129 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1364,Movie,Title_1364,Director_1673,"Actor_490, Actor_1222",United Kingdom,"September 12, 2022",2009,R,98 min,Comedies,A movie in the Comedies genre from United Kingdom.
s1365,Movie,Title_1365,Director_1059,"Actor_2741, Actor_336, Actor_3723, Actor_4605",India,"January 25, 2021",2009,TV-G,81 min,Horror Movies,A movie in the Horror Movies genre from India.
s1366,TV Show,Title_1366,Director_1843,"Actor_1867, Actor_2032",United States,"January 11, 2020",2018,TV-MA,1 Season,International TV Shows,A tv show in the International TV Shows genre from United States.
s1367,TV Show,Title_1367,Director_1321,"Actor_1729, Actor_183, Actor_3315, Actor_3859, Actor_986",India,"July 16, 2019",2004,TV-Y7,2 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from India.
s1368,Movie,Title_1368,Director_576,"Actor_133, Actor_4194",United Kingdom,"October 21, 2020",2020,TV-MA,83 min,Action & Adventure,A movie in the Action & Adventure genre from United Kingdom.
s1369,Movie,Title_1369,Director_1656,"Actor_3173, Actor_3857",India,"November 20, 2019",2014,PG-13,115 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s1370,Movie,Title_1370,Director_1421,"Actor_3276, Actor_198, Actor_2580, Actor_2644, Actor_180",Germany,"December 17, 2019",2009,PG-13,86 min,Documentaries,A movie in the Documentaries genre from Germany.
s1371,Movie,Title_1371,Director_121,"Actor_4596, Actor_3462, Actor_637, Actor_4466",Others,"December 15, 2018",2006,PG-13,133 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Others.
s1372,Movie,Title_1372,Director_1719,"Actor_572, Actor_3295",Others,"April 6, 2016",2013,PG-13,116 min,Romantic Movies,A movie in the Romantic Movies genre from Others.
s1373,Movie,Title_1373,Director_1933,"Actor_4170, Actor_657, Actor_4642",Turkey,"August 7, 2022",2007,PG-13,146 min,Action & Adventure,A movie in the Action & Adventure genre from Turkey.
s1374,Movie,Title_1374,Director_662,"Actor_1912, Actor_3799, Actor_741",Thailand,"July 23, 2017",2006,TV-G,122 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Thailand.
s1375,Movie,Title_1375,Director_352,"Actor_4812, Actor_2392, Actor_1293, Actor_248, Actor_1690",India,"October 9, 2020",2014,TV-G,60 min,Crime Movies,A movie in the Crime Movies genre from India.
s1376,Movie,Title_1376,Director_1580,"Actor_2678, Actor_2478, Actor_4928",Mexico,"February 22, 2023",2015,PG-13,147 min,Crime Movies,A movie in the Crime Movies genre from Mexico.
s1377,Movie,Title_1377,Director_780,"Actor_521, Actor_2786, Actor_4413",Spain,"August 1, 2022",2020,TV-MA,105 min,Dramas,A movie in the Dramas genre from Spain.
s1378,Movie,Title_1378,Director_1150,"Actor_2010, Actor_445, Actor_1202, Actor_618",India,"May 8, 2023",2013,TV-MA,93 min,Documentaries,A movie in the Documentaries genre from India.
s1379,Movie,Title_1379,Director_772,"Actor_1817, Actor_934, Actor_2816, Actor_4323",India,"July 21, 2020",2005,PG-13,113 min,Crime Movies,A movie in the Crime Movies genre from India.
s1380,Movie,Title_1380,Director_191,"Actor_13, Actor_1637, Actor_3677, Actor_380",South Korea,"November 17, 2022",2011,TV-MA,143 min,Dramas,A movie in the Dramas genre from South Korea.
s1381,TV Show,Title_1381,Director_1802,"Actor_1668, Actor_255",United States,"January 15, 2018",2012,TV-MA,2 Seasons,Reality TV,A tv show in the Reality TV genre from United States.
s1382,Movie,Title_1382,Director_824,"Actor_4332, Actor_1357, Actor_4921",India,"August 6, 2021",2008,PG-13,126 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
s1383,TV Show,Title_1383,Director_1541,"Actor_158, Actor_3750",India,"September 11, 2019",2013,TV-MA,4 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from India.
s1384,TV Show,Title_1384,Director_957,"Actor_728, Actor_617, Actor_3433, Actor_4423",United States,"November 21, 2019",2009,TV-14,2 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s1385,TV Show,Title_1385,Director_1639,"Actor_3328, Actor_3211, Actor_1085, Actor_128, Actor_4567",United States,"February 6, 2021",2018,TV-Y,3 Seasons,Docuseries,A tv show in the Docuseries genre from United States.
s1386,Movie,Title_1386,Director_1302,"Actor_3452, Actor_1595, Actor_2168",United States,"August 2, 2019",2007,TV-MA,62 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s1387,Movie,Title_1387,Director_685,"Actor_49, Actor_666, Actor_1464, Actor_90, Actor_2419",United States,"November 9, 2021",2011,TV-MA,162 min,Thrillers,A movie in the Thrillers genre from United States.
s1388,TV Show,Title_1388,Director_1222,"Actor_4797, Actor_738",Argentina,"April 14, 2018",2014,TV-Y,1 Season,Horror TV Shows,A tv show in the Horror TV Shows genre from Argentina.
s1389,TV Show,Title_1389,Director_830,"Actor_2048, Actor_4998",United States,"October 15, 2018",2011,TV-14,1 Season,Kids' TV,A tv show in the Kids' TV genre from United States.
s1390,TV Show,Title_1390,Director_652,"Actor_2526, Actor_345, Actor_2884",United States,"April 13, 2023",2017,TV-PG,1 Season,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s1391,Movie,Title_1391,Director_1670,"Actor_3009, Actor_2281, Actor_134, Actor_1992, Actor_3278",United States,"December 18, 2019",2006,PG-13,114 min,Documentaries,A movie in the Documentaries genre from United States.
s1392,TV Show,Title_1392,Director_1469,"Actor_4083, Actor_2038, Actor_4242, Actor_3027, Actor_2265",Indonesia,"June 28, 2020",2008,TV-G,5 Seasons,Romantic TV Shows,A tv show in the Romantic TV Shows genre from Indonesia.
s1393,Movie,Title_1393,Director_781,"Actor_3798, Actor_4951, Actor_4334, Actor_3341, Actor_2325",Mexico,"July 2, 2023",2015,R,85 min,Romantic Movies,A movie in the Romantic Movies genre from Mexico.
s1394,Movie,Title_1394,Director_277,"Actor_2102, Actor_1524",South Korea,"November 6, 2019",2019,TV-MA,134 min,Comedies,A movie in the Comedies genre from South Korea.
s1395,Movie,Title_1395,Director_854,"Actor_596, Actor_3717, Actor_4663, Actor_4780, Actor_3344",South Korea,"January 13, 2023",2012,R,81 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from South Korea.
s1396,Movie,Title_1396,Director_1236,"Actor_1765, Actor_2627, Actor_4529",United States,"October 24, 2021",2010,PG,108 min,Documentaries,A movie in the Documentaries genre from United States.
s1397,Movie,Title_1397,Director_924,"Actor_3049, Actor_3554, Actor_102",Brazil,"December 16, 2021",2020,PG,111 min,Horror Movies,A movie in the Horror Movies genre from Brazil.
s1398,TV Show,Title_1398,Director_506,"Actor_2682, Actor_1640",United States,"October 27, 2016",2009,TV-MA,2 Seasons,TV Dramas,A tv show in the TV Dramas genre from United States.
s1399,TV Show,Title_1399,Director_21,"Actor_37, Actor_545",South Korea,"March 13, 2021",2010,TV-PG,7 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from South Korea.
s1400,Movie,Title_1400,Director_1264,"Actor_2499, Actor_1859",United States,"March 27, 2021",2018,TV-MA,144 min,Thrillers,A movie in the Thrillers genre from United States.
s1401,Movie,Title_1401,Director_243,"Actor_1673, Actor_4232",Others,"April 10, 2023",2010,PG,153 min,Dramas,A movie in the Dramas genre from Others.
s1402,Movie,Title_1402,Director_1212,"Actor_2681, Actor_3144, Actor_2435, Actor_1309, Actor_1110",Argentina,"March 2, 2022",2022,R,79 min,Anime Features,A movie in the Anime Features genre from Argentina.
s1403,Movie,Title_1403,Director_479,"Actor_1902, Actor_254, Actor_4672, Actor_3969",United States,"September 6, 2021",2007,R,150 min,Dramas,A movie in the Dramas genre from United States.
s1404,Movie,Title_1404,Director_821,"Actor_4657, Actor_4467, Actor_279",India,"September 20, 2017",2010,PG-13,162 min,Romantic Movies,A movie in the Romantic Movies genre from India.
s1405,Movie,Title_1405,Director_747,"Actor_23, Actor_3675, Actor_3347",France,"August 22, 2022",2009,R,76 min,Children & Family Movies,A movie in the Children & Family Movies genre from France.
s1406,TV Show,Title_1406,Director_1566,"Actor_56, Actor_2537, Actor_2031, Actor_2518",India,"March 25, 2019",2019,TV-Y,1 Season,TV Dramas,A tv show in the TV Dramas genre from India.
s1407,Movie,Title_1407,Director_988,"Actor_3316, Actor_795, Actor_105, Actor_425",India,"November 7, 2019",2006,TV-MA,80 min,Thrillers,A movie in the Thrillers genre from India.
s1408,Movie,Title_1408,Director_463,"Actor_706, Actor_4716, Actor_1470, Actor_369, Actor_1202",India,"June 2, 2018",2018,R,142 min,Horror Movies,A movie in the Horror Movies genre from India.
s1409,Movie,Title_1409,Director_1057,"Actor_1585, Actor_1721, Actor_3766, Actor_331, Actor_1556",Spain,"October 7, 2022",2009,PG,155 min,Children & Family Movies,A movie in the Children & Family Movies genre from Spain.
s1410,TV Show,Title_1410,Director_1248,"Actor_2220, Actor_4042",United States,"May 18, 2019",2018,TV-G,4 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from United States.
s1411,Movie,Title_1411,Director_135,"Actor_3854, Actor_3388",India,"April 11, 2020",2009,R,128 min,Dramas,A movie in the Dramas genre from India.
s1412,Movie,Title_1412,Director_1882,"Actor_736, Actor_3960, Actor_1958, Actor_1364",United States,"November 2, 2017",2017,TV-14,137 min,Comedies,A movie in the Comedies genre from United States.
s1413,Movie,Title_1413,Director_76,"Actor_4574, Actor_2901",Others,"April 9, 2019",2016,PG-13,70 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Others.
s1414,TV Show,Title_1414,Director_926,"Actor_2223, Actor_3215, Actor_2997, Actor_2039",India,"June 27, 2017",2005,TV-MA,2 Seasons,International TV Shows,A tv show in the International TV Shows genre from India.
s1415,Movie,Title_1415,Director_104,"Actor_93, Actor_4816, Actor_2014, Actor_104",South Korea,"August 1, 2016",2016,TV-MA,110 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from South Korea.
s1416,Movie,Title_1416,Director_510,"Actor_1460, Actor_668, Actor_4421",Mexico,"January 25, 2017",2010,R,99 min,Thrillers,A movie in the Thrillers genre from Mexico.
s1417,TV Show,Title_1417,Director_762,"Actor_2284, Actor_173, Actor_3644, Actor_4376, Actor_4428",United States,"April 17, 2022",2008,TV-MA,1 Season,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s1418,Movie,Title_1418,Director_579,"Actor_4918, Actor_1693, Actor_1669, Actor_1940, Actor_2807",United States,"February 13, 2021",2016,R,80 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1419,TV Show,Title_1419,Director_1741,"Actor_4122, Actor_4156",Mexico,"May 9, 2018",2017,TV-MA,1 Season,Docuseries,A tv show in the Docuseries genre from Mexico.
s1420,TV Show,Title_1420,Director_345,"Actor_963, Actor_4911",United States,"January 20, 2023",2023,TV-14,2 Seasons,Docuseries,A tv show in the Docuseries genre from United States.
s1421,Movie,Title_1421,Director_189,"Actor_1190, Actor_3194, Actor_3102",Spain,"April 3, 2021",2015,TV-MA,167 min,Anime Features,A movie in the Anime Features genre from Spain.
s1422,TV Show,Title_1422,Director_1640,"Actor_1975, Actor_1528, Actor_978, Actor_913, Actor_4867",United States,"June 6, 2019",2005,TV-MA,1 Season,TV Dramas,A tv show in the TV Dramas genre from United States.
s1423,Movie,Title_1423,Director_643,"Actor_4921, Actor_3854, Actor_58",France,"March 1, 2022",2012,TV-MA,118 min,Romantic Movies,A movie in the Romantic Movies genre from France.
s1424,TV Show,Title_1424,Director_1964,"Actor_4357, Actor_1128",India,"December 23, 2019",2019,TV-Y,1 Season,Reality TV,A tv show in the Reality TV genre from India.
s1425,Movie,Title_1425,Director_1686,"Actor_1998, Actor_4724, Actor_2231, Actor_3451",Japan,"December 3, 2017",2014,TV-MA,156 min,Documentaries,A movie in the Documentaries genre from Japan.
s1426,Movie,Title_1426,Director_670,"Actor_23, Actor_2977, Actor_1902, Actor_112, Actor_1130",Nigeria,"March 8, 2018",2016,TV-14,112 min,Horror Movies,A movie in the Horror Movies genre from Nigeria.
s1427,TV Show,Title_1427,Director_1138,"Actor_49, Actor_1771, Actor_3181, Actor_4235, Actor_3288",Germany,"August 27, 2015",2011,TV-MA,2 Seasons,Docuseries,A tv show in the Docuseries genre from Germany.
s1428,TV Show,Title_1428,Director_889,"Actor_3039, Actor_361",United States,"July 8, 2019",2016,TV-Y7,1 Season,Anime Series,A tv show in the Anime Series genre from United States.
s1429,TV Show,Title_1429,Director_1117,"Actor_90, Actor_1773",United States,"January 20, 2021",2014,TV-Y7,1 Season,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from United States.
s1430,TV Show,Title_1430,Director_294,"Actor_1109, Actor_191, Actor_4984, Actor_2149",South Korea,"November 1, 2016",2008,TV-14,7 Seasons,International TV Shows,A tv show in the International TV Shows genre from South Korea.
s1431,Movie,Title_1431,Director_1426,"Actor_1895, Actor_919, Actor_4707, Actor_1530",United States,"October 15, 2023",2019,PG-13,158 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1432,TV Show,Title_1432,Director_1879,"Actor_2419, Actor_2636, Actor_2112, Actor_2240, Actor_4838",United States,"August 12, 2020",2009,TV-MA,3 Seasons,International TV Shows,A tv show in the International TV Shows genre from United States.
s1433,Movie,Title_1433,Director_1896,"Actor_1845, Actor_4210, Actor_742, Actor_1019",United States,"December 10, 2021",2015,R,155 min,Dramas,A movie in the Dramas genre from United States.
s1434,TV Show,Title_1434,Director_718,"Actor_2322, Actor_2319, Actor_2705",United Kingdom,"June 21, 2020",2017,TV-PG,1 Season,International TV Shows,A tv show in the International TV Shows genre from United Kingdom.
s1435,Movie,Title_1435,Director_1011,"Actor_429, Actor_2580, Actor_3338, Actor_3113, Actor_99",United States,"March 4, 2021",2017,TV-MA,81 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s1436,Movie,Title_1436,Director_63,"Actor_86, Actor_2428, Actor_3678, Actor_1264, Actor_3454",United States,"September 14, 2022",2016,TV-MA,113 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s1437,TV Show,Title_1437,Director_56,"Actor_3068, Actor_1631",India,"September 12, 2023",2019,TV-MA,1 Season,International TV Shows,A tv show in the International TV Shows genre from India.
s1438,TV Show,Title_1438,Director_1657,"Actor_2589, Actor_3468",Canada,"July 16, 2021",2008,TV-MA,1 Season,International TV Shows,A tv show in the International TV Shows genre from Canada.
s1439,Movie,Title_1439,Director_619,"Actor_1714, Actor_2010",United States,"March 9, 2017",2006,PG-13,133 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s1440,Movie,Title_1440,Director_1527,"Actor_1752, Actor_796, Actor_2621, Actor_3831",South Korea,"May 24, 2019",2016,R,132 min,Children & Family Movies,A movie in the Children & Family Movies genre from South Korea.
s1441,TV Show,Title_1441,Director_1306,"Actor_3562, Actor_2461, Actor_3315, Actor_4758, Actor_1760",South Korea,"November 17, 2021",2008,TV-MA,2 Seasons,International TV Shows,A tv show in the International TV Shows genre from South Korea.
s1442,Movie,Title_1442,Director_1244,"Actor_2162, Actor_4584, Actor_3769, Actor_3244, Actor_4481",India,"June 23, 2021",2012,R,75 min,Children & Family Movies,A movie in the Children & Family Movies genre from India.
s1443,Movie,Title_1443,Director_980,"Actor_727, Actor_4441, Actor_2174, Actor_2002, Actor_49",United States,"December 23, 2022",2014,PG-13,66 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s1444,Movie,Title_1444,Director_496,"Actor_1554, Actor_1177, Actor_4946",Argentina,"July 16, 2018",2014,TV-MA,83 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from Argentina.
s1445,Movie,Title_1445,Director_82,"Actor_4594, Actor_1093, Actor_2640",Spain,"May 9, 2018",2015,TV-MA,147 min,Horror Movies,A movie in the Horror Movies genre from Spain.
s1446,Movie,Title_1446,Director_1761,"Actor_2116, Actor_1355, Actor_3599",United States,"July 20, 2022",2021,TV-14,179 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1447,Movie,Title_1447,Director_96,"Actor_1953, Actor_1494, Actor_178",India,"November 5, 2018",2013,PG-13,150 min,Documentaries,A movie in the Documentaries genre from India.
s1448,Movie,Title_1448,Director_1636,"Actor_4230, Actor_2285, Actor_2404",South Korea,"April 25, 2017",2008,TV-MA,60 min,Comedies,A movie in the Comedies genre from South Korea.
s1449,Movie,Title_1449,Director_1638,"Actor_2715, Actor_2631, Actor_689, Actor_2690, Actor_2202",United States,"October 1, 2021",2010,G,123 min,Documentaries,A movie in the Documentaries genre from United States.
s1450,Movie,Title_1450,Director_1165,"Actor_1653, Actor_4515",Spain,"June 14, 2016",2015,TV-MA,109 min,Children & Family Movies,A movie in the Children & Family Movies genre from Spain.
s1451,Movie,Title_1451,Director_1380,"Actor_1510, Actor_3544, Actor_1234",United States,"April 7, 2022",2016,TV-MA,151 min,Comedies,A movie in the Comedies genre from United States.
s1452,TV Show,Title_1452,Director_1037,"Actor_3264, Actor_3292",United States,"July 24, 2018",2005,TV-14,2 Seasons,Reality TV,A tv show in the Reality TV genre from United States.
s1453,Movie,Title_1453,Director_741,"Actor_1951, Actor_3101",United States,"April 18, 2022",2007,R,178 min,Crime Movies,A movie in the Crime Movies genre from United States.
s1454,TV Show,Title_1454,Director_590,"Actor_308, Actor_3875",Italy,"March 21, 2021",2015,TV-MA,1 Season,International TV Shows,A tv show in the International TV Shows genre from Italy.
s1455,TV Show,Title_1455,Director_1779,"Actor_3877, Actor_3006, Actor_4148, Actor_1369, Actor_3507",Nigeria,"November 21, 2020",2005,TV-PG,1 Season,Romantic TV Shows,A tv show in the Romantic TV Shows genre from Nigeria.
s1456,TV Show,Title_1456,Director_1726,"Actor_2008, Actor_3317",India,"March 1, 2015",2013,TV-MA,2 Seasons,Docuseries,A tv show in the Docuseries genre from India.
s1457,Movie,Title_1457,Director_1493,"Actor_2317, Actor_4700",United States,"May 14, 2021",2018,PG-13,105 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s1458,Movie,Title_1458,Director_1896,"Actor_4810, Actor_4676, Actor_3969",India,"February 17, 2021",2012,R,122 min,Thrillers,A movie in the Thrillers genre from India.
s1459,Movie,Title_1459,Director_1872,"Actor_282, Actor_4828, Actor_2581, Actor_2569, Actor_117",Germany,"May 20, 2019",2006,PG,150 min,Anime Features,A movie in the Anime Features genre from Germany.
s1460,Movie,Title_1460,Director_1787,"Actor_2430, Actor_1774, Actor_1045, Actor_1080, Actor_1823",Others,"July 25, 2021",2010,PG-13,162 min,Thrillers,A movie in the Thrillers genre from Others.
s1461,Movie,Title_1461,Director_1200,"Actor_855, Actor_2700",South Korea,"December 18, 2018",2008,PG,72 min,Thrillers,A movie in the Thrillers genre from South Korea.
s1462,Movie,Title_1462,Director_150,"Actor_3690, Actor_3580, Actor_1339",Japan,"January 23, 2018",2003,PG-13,103 min,Thrillers,A movie in the Thrillers genre from Japan.
s1463,Movie,Title_1463,Director_354,"Actor_2794, Actor_3258, Actor_3778",United States,"August 10, 2021",2015,TV-14,127 min,Documentaries,A movie in the Documentaries genre from United States.
s1464,Movie,Title_1464,Director_923,"Actor_474, Actor_2702, Actor_4479, Actor_2377, Actor_553",Germany,"March 7, 2022",2011,PG-13,68 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Germany.
s1465,Movie,Title_1465,Director_524,"Actor_3284, Actor_2507, Actor_3831, Actor_4711",United States,"December 24, 2017",2008,TV-MA,149 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s1466,TV Show,Title_1466,Director_1407,"Actor_2207, Actor_4648, Actor_3169, Actor_1580, Actor_4437",South Korea,"September 14, 2020",2015,TV-Y,6 Seasons,Sci-Fi & Fantasy TV,A tv show in the Sci-Fi & Fantasy TV genre from South Korea.
s1467,Movie,Title_1467,Director_1647,"Actor_416, Actor_4449",United States,"April 13, 2023",2012,PG,169 min,Dramas,A movie in the Dramas genre from United States.
s1468,Movie,Title_1468,Director_203,"Actor_2644, Actor_2920, Actor_2611, Actor_3684, Actor_4150",United States,"March 1, 2017",2014,PG,113 min,Anime Features,A movie in the Anime Features genre from United States.
s1469,Movie,Title_1469,Director_1540,"Actor_4044, Actor_2885, Actor_819, Actor_1411",India,"June 11, 2023",2020,R,145 min,Thrillers,A movie in the Thrillers genre from India.
s1470,Movie,Title_1470,Director_692,"Actor_4350, Actor_1088, Actor_2386, Actor_471, Actor_2928",United States,"September 15, 2015",2012,R,60 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1471,Movie,Title_1471,Director_1765,"Actor_2131, Actor_563, Actor_4197, Actor_4823",United States,"March 9, 2019",2008,R,92 min,Romantic Movies,A movie in the Romantic Movies genre from United States.
s1472,Movie,Title_1472,Director_833,"Actor_140, Actor_4199, Actor_1912, Actor_2608, Actor_3850",Japan,"April 17, 2018",2009,TV-G,60 min,Horror Movies,A movie in the Horror Movies genre from Japan.
s1473,Movie,Title_1473,Director_94,"Actor_2194, Actor_1261, Actor_1739, Actor_4200",Others,"July 7, 2015",2007,TV-14,117 min,Dramas,A movie in the Dramas genre from Others.
s1474,Movie,Title_1474,Director_1108,"Actor_250, Actor_4987, Actor_2278",France,"December 2, 2022",2017,TV-MA,65 min,Romantic Movies,A movie in the Romantic Movies genre from France.
s1475,Movie,Title_1475,Director_1687,"Actor_4886, Actor_3972, Actor_4718, Actor_3990, Actor_1106",Germany,"November 3, 2021",2019,TV-MA,145 min,Comedies,A movie in the Comedies genre from Germany.
s1476,Movie,Title_1476,Director_798,"Actor_4315, Actor_108, Actor_2448, Actor_2604",Others,"April 12, 2021",2009,R,79 min,Thrillers,A movie in the Thrillers genre from Others.
s1477,Movie,Title_1477,Director_1995,"Actor_4695, Actor_2637",United States,"May 17, 2022",2022,TV-MA,156 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1478,Movie,Title_1478,Director_1697,"Actor_1150, Actor_3541",India,"June 19, 2021",2006,PG-13,88 min,Sci-Fi & Fantasy,A movie in the Sci-Fi & Fantasy genre from India.
s1479,Movie,Title_1479,Director_725,"Actor_2721, Actor_4265, Actor_2297",United States,"April 3, 2019",2005,TV-14,92 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1480,Movie,Title_1480,Director_1155,"Actor_3767, Actor_3860, Actor_2341, Actor_4363, Actor_3579",Japan,"April 4, 2019",2005,R,168 min,Dramas,A movie in the Dramas genre from Japan.
s1481,TV Show,Title_1481,Director_1842,"Actor_2190, Actor_4282, Actor_1303, Actor_1651, Actor_31",India,"February 17, 2017",2011,TV-14,6 Seasons,Anime Series,A tv show in the Anime Series genre from India.
s1482,Movie,Title_1482,Director_1790,"Actor_4214, Actor_2265, Actor_869, Actor_4674, Actor_3443",India,"November 17, 2022",2017,TV-14,76 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
s1483,Movie,Title_1483,Director_1317,"Actor_4495, Actor_3087, Actor_2294, Actor_1358",United States,"January 24, 2018",2016,PG-13,88 min,Documentaries,A movie in the Documentaries genre from United States.
s1484,TV Show,Title_1484,Director_1434,"Actor_3146, Actor_3301",India,"August 7, 2020",2008,TV-G,1 Season,Docuseries,A tv show in the Docuseries genre from India.
s1485,Movie,Title_1485,Director_1663,"Actor_3840, Actor_4431",United States,"June 3, 2023",2010,TV-MA,142 min,Anime Features,A movie in the Anime Features genre from United States.
s1486,Movie,Title_1486,Director_640,"Actor_4496, Actor_4864, Actor_192, Actor_3444, Actor_1252",India,"June 19, 2022",2018,TV-MA,78 min,Action & Adventure,A movie in the Action & Adventure genre from India.
s1487,Movie,Title_1487,Director_1280,"Actor_1242, Actor_1403",United States,"February 15, 2018",2018,R,78 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1488,Movie,Title_1488,Director_559,"Actor_456, Actor_4524, Actor_2299, Actor_3818, Actor_3659",United States,"June 27, 2016",2014,PG-13,133 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1489,TV Show,Title_1489,Director_643,"Actor_4861, Actor_4300, Actor_635",South Korea,"August 11, 2022",2020,TV-PG,1 Season,Anime Series,A tv show in the Anime Series genre from South Korea.
s1490,Movie,Title_1490,Director_948,"Actor_2890, Actor_4778",Thailand,"December 7, 2016",2015,PG-13,147 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from Thailand.
s1491,Movie,Title_1491,Director_1247,"Actor_1374, Actor_3318, Actor_4506, Actor_1722, Actor_4142",United States,"June 17, 2021",2015,R,67 min,Children & Family Movies,A movie in the Children & Family Movies genre from United States.
s1492,Movie,Title_1492,Director_1404,"Actor_3266, Actor_650, Actor_1237, Actor_1949, Actor_4864",United States,"March 1, 2018",2003,R,112 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from United States.
s1493,TV Show,Title_1493,Director_684,"Actor_4483, Actor_4480",United States,"November 28, 2021",2006,TV-MA,1 Season,Horror TV Shows,A tv show in the Horror TV Shows genre from United States.
s1494,Movie,Title_1494,Director_1562,"Actor_4185, Actor_1097",United States,"November 26, 2022",2019,TV-G,142 min,Action & Adventure,A movie in the Action & Adventure genre from United States.
s1495,Movie,Title_1495,Director_1558,"Actor_971, Actor_386",Thailand,"July 23, 2015",2012,PG-13,122 min,Dramas,A movie in the Dramas genre from Thailand.
s1496,Movie,Title_1496,Director_1243,"Actor_1835, Actor_2252, Actor_4190",India,"July 18, 2022",2011,TV-MA,121 min,Anime Features,A movie in the Anime Features genre from India.
s1497,Movie,Title_1497,Director_648,"Actor_3447, Actor_4021",France,"April 23, 2022",2008,PG-13,137 min,Romantic Movies,A movie in the Romantic Movies genre from France.
s1498,Movie,Title_1498,Director_726,"Actor_109, Actor_3989, Actor_3623, Actor_1935, Actor_832",United States,"April 11, 2022",2014,R,112 min,Horror Movies,A movie in the Horror Movies genre from United States.
s1499,TV Show,Title_1499,Director_697,"Actor_2608, Actor_3605",Turkey,"June 11, 2022",2010,TV-G,2 Seasons,Crime TV Shows,A tv show in the Crime TV Shows genre from Turkey.
s1500,TV Show,Title_1500,Director_1456,"Actor_2158, Actor_367, Actor_2550, Actor_3012",Canada,"September 9, 2020",2012,TV-14,2 Seasons,International TV Shows,A tv show in the International TV Shows genre from Canada.
s1501,Movie,Title_1501,Director_1335,"Actor_1249, Actor_1859",India,"August 2, 2019",2013,TV-MA,69 min,Stand-Up Comedy,A movie in the Stand-Up Comedy genre from India.
